Layer name,IFMAP Height,IFMAP Width,Filter Height,Filter Width,Channels,Num Filter,Strides,l_density,n_density,m_density,vector_core
layer3.5.conv3,14,14,1,1,256,1024,1,0.7922259271144867,1.0,0.20769870281219482,0
layer4.0.mask_s.atten_s,7,7,3,3,1024,1,1,1.0,1.0,1.0,1
layer4.0.mask_c1.atten_c.0,1,1,1,1,1024,256,1,1.0,1.0,1.0,1
layer4.0.mask_c1.atten_c.3,1,1,1,1,256,512,1,1.0,1.0,1.0,1
layer4.0.mask_c2.atten_c.0,1,1,1,1,512,128,1,1.0,1.0,1.0,1
layer4.0.mask_c2.atten_c.3,1,1,1,1,128,512,1,1.0,1.0,1.0,1
layer4.0.conv1,14,14,1,1,1024,512,1,0.6469231843948364,0.7021673917770386,1.0,0
layer4.0.conv2,14,14,3,3,512,512,2,0.6469231843948364,0.7802032828330994,0.7021673917770386,0
layer4.0.conv3,7,7,1,1,512,2048,1,0.6469231843948364,1.0,0.7802032828330994,0
layer4.0.downsample,14,14,1,1,1024,2048,2,1.0,1.0,1.0,0
layer4.1.mask_s.atten_s,7,7,3,3,2048,1,1,1.0,1.0,1.0,1
layer4.1.mask_c1.atten_c.0,1,1,1,1,2048,512,1,1.0,1.0,1.0,1
layer4.1.mask_c1.atten_c.3,1,1,1,1,512,512,1,1.0,1.0,1.0,1
layer4.1.mask_c2.atten_c.0,1,1,1,1,512,128,1,1.0,1.0,1.0,1
layer4.1.mask_c2.atten_c.3,1,1,1,1,128,512,1,1.0,1.0,1.0,1
layer4.1.conv1,7,7,1,1,2048,512,1,0.6695938110351562,0.4068484306335449,1.0,0
layer4.1.conv2,7,7,3,3,512,512,1,0.6695938110351562,0.5055532157421112,0.4068484306335449,0
layer4.1.conv3,7,7,1,1,512,2048,1,0.6695938110351562,1.0,0.5055532157421112,0
layer4.2.mask_s.atten_s,7,7,3,3,2048,1,1,1.0,1.0,1.0,1
layer4.2.mask_c1.atten_c.0,1,1,1,1,2048,512,1,1.0,1.0,1.0,1
layer4.2.mask_c1.atten_c.3,1,1,1,1,512,512,1,1.0,1.0,1.0,1
layer4.2.mask_c2.atten_c.0,1,1,1,1,512,128,1,1.0,1.0,1.0,1
layer4.2.mask_c2.atten_c.3,1,1,1,1,128,512,1,1.0,1.0,1.0,1
layer4.2.conv1,7,7,1,1,2048,512,1,0.8625085800886154,0.7108368277549744,1.0,0
layer4.2.conv2,7,7,3,3,512,512,1,0.8625085800886154,0.8288395702838898,0.7108368277549744,0
layer4.2.conv3,7,7,1,1,512,2048,1,0.8625085800886154,1.0,0.8288395702838898,0
fc,1,1,1,1,2048,1000,1,1.0,1.0,1.0,0
