Layer name,IFMAP Height,IFMAP Width,Filter Height,Filter Width,Channels,Num Filter,Strides,l_density,n_density,m_density,vector_core
layer3.5.conv2,14,14,3,3,256,256,1,0.9490797556936741,0.48608922958374023,0.4427950382232666,0
layer3.5.conv3,14,14,1,1,256,1024,1,0.9490797556936741,1.0,0.48608922958374023,0
layer4.0.mask_s.atten_s,7,7,3,3,1024,1,1,1.0,1.0,1.0,1
layer4.0.mask_c1.atten_c.0,1,1,1,1,1024,256,1,1.0,1.0,1.0,1
layer4.0.mask_c1.atten_c.3,1,1,1,1,256,512,1,1.0,1.0,1.0,1
layer4.0.mask_c2.atten_c.0,1,1,1,1,512,128,1,1.0,1.0,1.0,1
layer4.0.mask_c2.atten_c.3,1,1,1,1,128,512,1,1.0,1.0,1.0,1
layer4.0.conv1,14,14,1,1,1024,512,1,0.7340295612812042,0.8873609080910683,1.0,0
layer4.0.conv2,14,14,3,3,512,512,2,0.7340295612812042,0.8733690679073334,0.8873609080910683,0
layer4.0.conv3,7,7,1,1,512,2048,1,0.7340295612812042,1.0,0.8733690679073334,0
layer4.0.downsample,14,14,1,1,1024,2048,2,1.0,1.0,1.0,0
layer4.1.mask_s.atten_s,7,7,3,3,2048,1,1,1.0,1.0,1.0,1
layer4.1.mask_c1.atten_c.0,1,1,1,1,2048,512,1,1.0,1.0,1.0,1
layer4.1.mask_c1.atten_c.3,1,1,1,1,512,512,1,1.0,1.0,1.0,1
layer4.1.mask_c2.atten_c.0,1,1,1,1,512,128,1,1.0,1.0,1.0,1
layer4.1.mask_c2.atten_c.3,1,1,1,1,128,512,1,1.0,1.0,1.0,1
layer4.1.conv1,7,7,1,1,2048,512,1,0.8008723109960556,0.5133323967456818,1.0,0
layer4.1.conv2,7,7,3,3,512,512,1,0.8008723109960556,0.6763320565223694,0.5133323967456818,0
layer4.1.conv3,7,7,1,1,512,2048,1,0.8008723109960556,1.0,0.6763320565223694,0
layer4.2.mask_s.atten_s,7,7,3,3,2048,1,1,1.0,1.0,1.0,1
layer4.2.mask_c1.atten_c.0,1,1,1,1,2048,512,1,1.0,1.0,1.0,1
layer4.2.mask_c1.atten_c.3,1,1,1,1,512,512,1,1.0,1.0,1.0,1
layer4.2.mask_c2.atten_c.0,1,1,1,1,512,128,1,1.0,1.0,1.0,1
layer4.2.mask_c2.atten_c.3,1,1,1,1,128,512,1,1.0,1.0,1.0,1
layer4.2.conv1,7,7,1,1,2048,512,1,0.9434172213077545,0.8212713301181793,1.0,0
layer4.2.conv2,7,7,3,3,512,512,1,0.9434172213077545,0.9077446162700653,0.8212713301181793,0
layer4.2.conv3,7,7,1,1,512,2048,1,0.9434172213077545,1.0,0.9077446162700653,0
fc,1,1,1,1,2048,1000,1,1.0,1.0,1.0,0
