Layer name,IFMAP Height,IFMAP Width,Filter Height,Filter Width,Channels,Num Filter,Strides,l_density,n_density,m_density,vector_core
layer3.5.conv3,14,14,1,1,256,1024,1,0.869699701666832,1.0,0.39740604162216187,0
layer4.0.mask_s.atten_s,7,7,3,3,1024,1,1,1.0,1.0,1.0,1
layer4.0.mask_c1.atten_c.0,1,1,1,1,1024,256,1,1.0,1.0,1.0,1
layer4.0.mask_c1.atten_c.3,1,1,1,1,256,512,1,1.0,1.0,1.0,1
layer4.0.mask_c2.atten_c.0,1,1,1,1,512,128,1,1.0,1.0,1.0,1
layer4.0.mask_c2.atten_c.3,1,1,1,1,128,512,1,1.0,1.0,1.0,1
layer4.0.conv1,14,14,1,1,1024,512,1,0.6884816586971283,0.8157262951135635,1.0,0
layer4.0.conv2,14,14,3,3,512,512,2,0.6884816586971283,0.8192790448665619,0.8157262951135635,0
layer4.0.conv3,7,7,1,1,512,2048,1,0.6884816586971283,1.0,0.8192790448665619,0
layer4.0.downsample,14,14,1,1,1024,2048,2,1.0,1.0,1.0,0
layer4.1.mask_s.atten_s,7,7,3,3,2048,1,1,1.0,1.0,1.0,1
layer4.1.mask_c1.atten_c.0,1,1,1,1,2048,512,1,1.0,1.0,1.0,1
layer4.1.mask_c1.atten_c.3,1,1,1,1,512,512,1,1.0,1.0,1.0,1
layer4.1.mask_c2.atten_c.0,1,1,1,1,512,128,1,1.0,1.0,1.0,1
layer4.1.mask_c2.atten_c.3,1,1,1,1,128,512,1,1.0,1.0,1.0,1
layer4.1.conv1,7,7,1,1,2048,512,1,0.7193347215652466,0.46293359994888306,1.0,0
layer4.1.conv2,7,7,3,3,512,512,1,0.7193347215652466,0.5788161754608154,0.46293359994888306,0
layer4.1.conv3,7,7,1,1,512,2048,1,0.7193347215652466,1.0,0.5788161754608154,0
layer4.2.mask_s.atten_s,7,7,3,3,2048,1,1,1.0,1.0,1.0,1
layer4.2.mask_c1.atten_c.0,1,1,1,1,2048,512,1,1.0,1.0,1.0,1
layer4.2.mask_c1.atten_c.3,1,1,1,1,512,512,1,1.0,1.0,1.0,1
layer4.2.mask_c2.atten_c.0,1,1,1,1,512,128,1,1.0,1.0,1.0,1
layer4.2.mask_c2.atten_c.3,1,1,1,1,128,512,1,1.0,1.0,1.0,1
layer4.2.conv1,7,7,1,1,2048,512,1,0.9131586030125618,0.7834129482507706,1.0,0
layer4.2.conv2,7,7,3,3,512,512,1,0.9131586030125618,0.8434559255838394,0.7834129482507706,0
layer4.2.conv3,7,7,1,1,512,2048,1,0.9131586030125618,1.0,0.8434559255838394,0
fc,1,1,1,1,2048,1000,1,1.0,1.0,1.0,0
